ID,hour,holiday,maxtemp,mintemp,load
2753,0.684,0,0.348,0.51,33.729
2754,0.695,0,0.348,0.51,32.764
2755,0.705,0,0.348,0.51,34.374
2756,0.716,0,0.348,0.51,34.213
2757,0.726,0,0.348,0.51,34.374
2758,0.737,0,0.348,0.51,34.051
2759,0.747,0,0.348,0.51,33.729
2760,0.758,0,0.348,0.51,30.51
2761,0.768,0,0.348,0.51,30.026
2762,0.779,0,0.348,0.51,29.543
2763,0.789,0,0.348,0.51,29.624
2764,0.8,0,0.348,0.51,28.497
2765,0.811,0,0.348,0.51,28.899
2766,0.821,0,0.348,0.51,28.819
2767,0.832,0,0.348,0.51,28.739
2768,0.842,0,0.348,0.51,28.658
2769,0.853,0,0.348,0.51,28.577
2770,0.863,0,0.348,0.51,28.255
2771,0.874,0,0.348,0.51,28.175
2772,0.884,0,0.348,0.51,27.289
2773,0.895,0,0.348,0.51,26.968
2774,0.905,0,0.348,0.51,25.599
2775,0.916,0,0.348,0.51,24.794
2776,0.926,0,0.348,0.51,24.23
2777,0.937,0,0.348,0.51,23.023
2778,0.947,0,0.348,0.51,21.816
2779,0.958,0,0.348,0.51,20.85
2780,0.968,0,0.348,0.51,21.091
2781,0.979,0,0.348,0.51,21.976
2782,0.989,0,0.348,0.51,22.701
2783,1,0,0.348,0.51,22.701
2784,0,0,0.826,0.16,22.621
2785,0.011,0,0.826,0.16,21.976
2786,0.021,0,0.826,0.16,21.735
2787,0.032,0,0.826,0.16,21.171
2788,0.042,0,0.826,0.16,21.735
2789,0.053,0,0.826,0.16,22.299
2790,0.063,0,0.826,0.16,22.299
2791,0.074,0,0.826,0.16,21.574
2792,0.084,0,0.826,0.16,20.366
2793,0.095,0,0.826,0.16,20.205
2794,0.105,0,0.826,0.16,20.366
2795,0.116,0,0.826,0.16,19.964
2796,0.126,0,0.826,0.16,18.917
2797,0.137,0,0.826,0.16,19.32
2798,0.147,0,0.826,0.16,18.274
2799,0.158,0,0.826,0.16,17.629
2800,0.168,0,0.826,0.16,18.193
2801,0.179,0,0.826,0.16,18.434
2802,0.189,0,0.826,0.16,18.676
2803,0.2,0,0.826,0.16,18.595
2804,0.211,0,0.826,0.16,18.354
2805,0.221,0,0.826,0.16,17.629
2806,0.232,0,0.826,0.16,19.24
2807,0.242,0,0.826,0.16,18.998
2808,0.253,0,0.826,0.16,17.951
2809,0.263,0,0.826,0.16,19.642
2810,0.274,0,0.826,0.16,19.803
2811,0.284,0,0.826,0.16,21.976
2812,0.295,0,0.826,0.16,22.942
2813,0.305,0,0.826,0.16,22.459
2814,0.316,0,0.826,0.16,22.942
2815,0.326,0,0.826,0.16,24.069
2816,0.337,0,0.826,0.16,25.921
2817,0.347,0,0.826,0.16,28.577
2818,0.358,0,0.826,0.16,30.51
2819,0.368,0,0.826,0.16,32.2
2820,0.379,0,0.826,0.16,31.717
2821,0.389,0,0.826,0.16,33.246
2822,0.4,0,0.826,0.16,33.971
2823,0.411,0,0.826,0.16,34.213
2824,0.421,0,0.826,0.16,34.213
2825,0.432,0,0.826,0.16,34.856
2826,0.442,0,0.826,0.16,34.937
2827,0.453,0,0.826,0.16,35.098
2828,0.463,0,0.826,0.16,36.466
2829,0.474,0,0.826,0.16,37.593
2830,0.484,0,0.826,0.16,37.513
2831,0.495,0,0.826,0.16,33.246
2832,0.505,0,0.826,0.16,26.484
2833,0.516,0,0.826,0.16,23.587
2834,0.526,0,0.826,0.16,24.552
2835,0.537,0,0.826,0.16,25.68
2836,0.547,0,0.826,0.16,26.001
2837,0.558,0,0.826,0.16,28.336
2838,0.568,0,0.826,0.16,30.107
2839,0.579,0,0.826,0.16,30.67
2840,0.589,0,0.826,0.16,31.878
2841,0.6,0,0.826,0.16,32.522
2842,0.611,0,0.826,0.16,31.556
2843,0.621,0,0.826,0.16,31.314
2844,0.632,0,0.826,0.16,32.039
2845,0.642,0,0.826,0.16,32.522
2846,0.653,0,0.826,0.16,32.28
2847,0.663,0,0.826,0.16,32.039
2848,0.674,0,0.826,0.16,31.798
2849,0.684,0,0.826,0.16,31.958
2850,0.695,0,0.826,0.16,31.395
2851,0.705,0,0.826,0.16,31.636
2852,0.716,0,0.826,0.16,31.153
2853,0.726,0,0.826,0.16,30.993
2854,0.737,0,0.826,0.16,31.073
2855,0.747,0,0.826,0.16,29.865
2856,0.758,0,0.826,0.16,27.209
2857,0.768,0,0.826,0.16,27.451
2858,0.779,0,0.826,0.16,26.646
2859,0.789,0,0.826,0.16,26.646
2860,0.8,0,0.826,0.16,26.001
2861,0.811,0,0.826,0.16,27.289
2862,0.821,0,0.826,0.16,27.934
2863,0.832,0,0.826,0.16,28.255
2864,0.842,0,0.826,0.16,28.98
2865,0.853,0,0.826,0.16,29.222
2866,0.863,0,0.826,0.16,29.463
2867,0.874,0,0.826,0.16,29.302
2868,0.884,0,0.826,0.16,28.094
2869,0.895,0,0.826,0.16,28.255
2870,0.905,0,0.826,0.16,27.37
2871,0.916,0,0.826,0.16,25.518
2872,0.926,0,0.826,0.16,25.196
2873,0.937,0,0.826,0.16,23.909
2874,0.947,0,0.826,0.16,21.896
2875,0.958,0,0.826,0.16,20.447
2876,0.968,0,0.826,0.16,21.252
2877,0.979,0,0.826,0.16,21.574
2878,0.989,0,0.826,0.16,21.493
2879,1,0,0.826,0.16,22.137
2880,0,0,0.841,0.64,22.54
2881,0.011,0,0.841,0.64,21.333
2882,0.021,0,0.841,0.64,21.574
2883,0.032,0,0.841,0.64,21.493
2884,0.042,0,0.841,0.64,20.608
2885,0.053,0,0.841,0.64,22.379
2886,0.063,0,0.841,0.64,21.816
2887,0.074,0,0.841,0.64,20.85
2888,0.084,0,0.841,0.64,21.091
2889,0.095,0,0.841,0.64,21.171
2890,0.105,0,0.841,0.64,21.333
2891,0.116,0,0.841,0.64,20.205
2892,0.126,0,0.841,0.64,19.24
2893,0.137,0,0.841,0.64,19.4
2894,0.147,0,0.841,0.64,19.562
2895,0.158,0,0.841,0.64,18.917
2896,0.168,0,0.841,0.64,18.595
2897,0.179,0,0.841,0.64,18.515
2898,0.189,0,0.841,0.64,18.595
2899,0.2,0,0.841,0.64,18.112
2900,0.211,0,0.841,0.64,18.917
2901,0.221,0,0.841,0.64,17.871
2902,0.232,0,0.841,0.64,18.354
2903,0.242,0,0.841,0.64,18.354
2904,0.253,0,0.841,0.64,18.193
2905,0.263,0,0.841,0.64,18.998
2906,0.274,0,0.841,0.64,19.562
2907,0.284,0,0.841,0.64,20.608
2908,0.295,0,0.841,0.64,21.333
2909,0.305,0,0.841,0.64,21.091
2910,0.316,0,0.841,0.64,21.252
2911,0.326,0,0.841,0.64,23.023
2912,0.337,0,0.841,0.64,25.277
2913,0.347,0,0.841,0.64,28.577
2914,0.358,0,0.841,0.64,30.751
2915,0.368,0,0.841,0.64,33.085
2916,0.379,0,0.841,0.64,32.924
2917,0.389,0,0.841,0.64,33.81
2918,0.4,0,0.841,0.64,33.649
2919,0.411,0,0.841,0.64,34.374
2920,0.421,0,0.841,0.64,34.293
2921,0.432,0,0.841,0.64,35.179
2922,0.442,0,0.841,0.64,35.984
2923,0.453,0,0.841,0.64,34.615
2924,0.463,0,0.841,0.64,36.145
2925,0.474,0,0.841,0.64,37.03
2926,0.484,0,0.841,0.64,36.788
2927,0.495,0,0.841,0.64,28.014
